title,genres,keywords,cast,crew,budget,revenue,popularity,vote_average,vote_count,overview,main_genre,profit,roi,tags
Mo' Better Blues,"['Drama', 'Romance']",['musical'],"['Denzel Washington', 'Spike Lee', 'Wesley Snipes']",['Spike Lee'],10000000,16153593,3.079862,6.3,47,"Opens with Bleek as a child learning to play the trumpet, his friends want him to come out and play but mother insists he finish his lessons. Bleek grows into adulthood and forms his own band - The Bleek Gilliam Quartet. The story of Bleek's and Shadow's friendly rivalry on stage which spills into their professional relationship and threatens to tear apart the quartet.",Drama,6153593,0.6153593,Drama Romance musical Denzel Washington Spike Lee Wesley Snipes Spike Lee
Tremors,"['Action', 'Horror']","['nevada', 'small town', 'tractor', 'stranded', 'cult favorite', 'tentacle', 'rural', 'graboids', 'seismologist', 'binoculars', 'man eaten by monster', 'giant worm']","['Kevin Bacon', 'Fred Ward', 'Finn Carter']",['Ron Underwood'],11000000,48572000,32.579697,6.6,864,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",Action,37572000,3.415636363636364,Action Horror nevada small town tractor stranded cult favorite tentacle rural graboids seismologist binoculars man eaten by monster giant worm Kevin Bacon Fred Ward Finn Carter Ron Underwood
Wrong Turn,"['Horror', 'Thriller']","['life and death', 'death of a friend', 'parts of dead body']","['Desmond Harrington', 'Eliza Dushku', 'Emmanuelle Chriqui']",['Rob Schmidt'],12600000,28650575,33.555764,6.0,635,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",Horror,16050575,1.2738551587301588,Horror Thriller life and death death of a friend parts of dead body Desmond Harrington Eliza Dushku Emmanuelle Chriqui Rob Schmidt
The Long Riders,"['Western', 'History']","['brother brother relationship', 'jesse james', 'cole younger']","['David Carradine', 'Keith Carradine', 'Robert Carradine']",['Walter Hill'],10000000,15795189,2.959547,6.6,50,"The origins, exploits and the ultimate fate of the James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge.",Western,5795189,0.5795189,Western History brother brother relationship jesse james cole younger David Carradine Keith Carradine Robert Carradine Walter Hill
The Corruptor,"['Action', 'Crime', 'Mystery', 'Thriller']","['new york', 'life and death', 'gang war', 'police', 'china town', 'triad']","['Mark Wahlberg', 'Chow Yun-fat', 'Byron Mann']",['James Foley'],25000000,15156200,4.068107,6.0,57,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",Action,-9843800,-0.393752,Action Crime Mystery Thriller new york life and death gang war police china town triad Mark Wahlberg Chow Yun-fat Byron Mann James Foley
Mud,['Drama'],"['river', 'snake', 'arkansas', 'fugitive', 'river boat']","['Matthew McConaughey', 'Tye Sheridan', 'Jacob Lofland']",['Jeff Nichols'],10000000,21587700,17.663353,7.0,1068,Two teenage boys encounter a fugitive and make a pact to help him escape from an island in the Mississippi.,Drama,11587700,1.15877,Drama river snake arkansas fugitive river boat Matthew McConaughey Tye Sheridan Jacob Lofland Jeff Nichols
Reno 911!: Miami,"['Action', 'Adventure', 'Comedy', 'Crime']","['sex', 'terrorist', 'beach', 'nudity', 'police', 'parody', 'attack', 'shootout', 'mockumentary', 'explosion', 'drug']","['Lennie Loftin', 'Danny DeVito', 'Ben Garant']",['Ben Garant'],10000000,20342161,4.207456,5.6,72,A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series.,Action,10342161,1.0342161,Action Adventure Comedy Crime sex terrorist beach nudity police parody attack shootout mockumentary explosion drug Lennie Loftin Danny DeVito Ben Garant Ben Garant
My Week with Marilyn,['Drama'],"['based on novel', 'biography', 'historical figure', 'marilyn monroe']","['Michelle Williams', 'Eddie Redmayne', 'Kenneth Branagh']",['Simon Curtis'],6400000,35057696,21.006078,6.6,406,"Sir Laurence Olivier is making a movie in London. Young Colin Clark, an eager film student, wants to be involved and he navigates himself a job on the set. When film star Marilyn Monroe arrives for the start of shooting, all of London is excited to see the blonde bombshell, while Olivier is struggling to meet her many demands and acting ineptness, and Colin is intrigued by her. Colin's intrigue is met when Marilyn invites him into her inner world where she struggles with her fame, her beauty and her desire to be a great actress.",Drama,28657696,4.477765,Drama based on novel biography historical figure marilyn monroe Michelle Williams Eddie Redmayne Kenneth Branagh Simon Curtis
The Matador,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']","['mexico city', 'midlife crisis', 'cocktail', 'independent film', 'stranger', 'hit man']","['Pierce Brosnan', 'Greg Kinnear', 'Hope Davis']",['Richard Shepard'],10000000,17297244,5.647538,6.2,136,"The life of Danny Wright, a salesman forever on the road, veers into dangerous and surreal territory when he wanders into a Mexican bar and meets a mysterious stranger, Julian, who's very likely a hit man. Their meeting sets off a chain of events that will change their lives forever, as Wright is suddenly thrust into a far-from-mundane existence that he takes to surprisingly well … once he gets acclimated to it.",Action,7297244,0.7297244,Action Comedy Crime Drama Thriller mexico city midlife crisis cocktail independent film stranger hit man Pierce Brosnan Greg Kinnear Hope Davis Richard Shepard
The Gift,"['Thriller', 'Mystery']","['detective', 'stalker', 'gift', 'bully', 'psychological thriller']","['Jason Bateman', 'Rebecca Hall', 'Joel Edgerton']",['Joel Edgerton'],5000000,58978653,27.247013,6.7,1049,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.",Thriller,53978653,10.7957306,Thriller Mystery detective stalker gift bully psychological thriller Jason Bateman Rebecca Hall Joel Edgerton Joel Edgerton
Office Space,"['Comedy', 'Crime']","['suburbia', 'downsizing', 'software engineer', 'burnout', 'dallas texas', 'beach resort', 'coworker relationship', 'laziness', 'duringcreditsstinger', 'business rivalry']","['Ron Livingston', 'Jennifer Aniston', 'David Herman']",['Mike Judge'],10000000,12827813,18.366362,7.4,1050,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,Comedy,2827813,0.2827813,Comedy Crime suburbia downsizing software engineer burnout dallas texas beach resort coworker relationship laziness duringcreditsstinger business rivalry Ron Livingston Jennifer Aniston David Herman Mike Judge
Drop Dead Gorgeous,['Comedy'],"['minnesota', 'mother role', 'beauty contest', 'girl from the province', 'hicktown', 'evil mother', 'mother daughter relationship', 'envy', 'pretty woman', 'mocumentary']","['Kirsten Dunst', 'Ellen Barkin', 'Denise Richards']",['Michael Patrick Jann'],10000000,10571408,6.736274,6.4,86,"In a small Minnesota town, the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps; explosions, falling lights, and trailer fires prove that. As the Leemans are the richest family in town, the police are pretty relaxed about it all. Despite everything, main rival (but sweet) Amber Atkins won't give up without a fight.",Comedy,571408,0.0571408,Comedy minnesota mother role beauty contest girl from the province hicktown evil mother mother daughter relationship envy pretty woman mocumentary Kirsten Dunst Ellen Barkin Denise Richards Michael Patrick Jann
Big Eyes,['Drama'],"['wife husband relationship', 'artist', 'court case']","['Amy Adams', 'Christoph Waltz', 'Krysten Ritter']",['Tim Burton'],10000000,28883511,28.570174,6.8,1196,"The story of the awakening of the painter, Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",Drama,18883511,1.8883511,Drama wife husband relationship artist court case Amy Adams Christoph Waltz Krysten Ritter Tim Burton
Very Bad Things,"['Comedy', 'Crime', 'Thriller']","['prostitute', 'hotel', 'cocaine', 'nudity', 'psychopath', 'stag night', 'friends', 'murder', 'independent film', 'marijuana', 'blood', 'wedding', 'las vegas', 'violence', 'death', 'accident']","['Jon Favreau', 'Leland Orser', 'Cameron Diaz']",['Peter Berg'],30000000,9898412,5.671691,6.2,179,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",Comedy,-20101588,-0.6700529333333334,Comedy Crime Thriller prostitute hotel cocaine nudity psychopath stag night friends murder independent film marijuana blood wedding las vegas violence death accident Jon Favreau Leland Orser Cameron Diaz Peter Berg
Body Double,"['Crime', 'Mystery', 'Horror', 'Thriller']","['female nudity', 'pornography', 'claustrophobia', 'nudity', 'witness', 'police', 'movie in movie', 'murder', 'neighbor', 'los angeles', 'peeping tom', 'porn actress', 'struggling actor', 'voyeurism', 'actor']","['Craig Wasson', 'Melanie Griffith', 'Gregg Henry']",['Brian De Palma'],10000000,8801940,9.525626,6.4,137,"After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous blonde dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers -- with porn actress Holly Body as his guide.",Crime,-1198060,-0.119806,Crime Mystery Horror Thriller female nudity pornography claustrophobia nudity witness police movie in movie murder neighbor los angeles peeping tom porn actress struggling actor voyeurism actor Craig Wasson Melanie Griffith Gregg Henry Brian De Palma
MacGruber,"['Action', 'Adventure', 'Comedy']","['aftercreditsstinger', 'duringcreditsstinger']","['Will Forte', 'Kristen Wiig', 'Val Kilmer']",['Jorma Taccone'],10000000,6110000,14.038512,5.1,179,"Ex-special operative MacGruber (Forte) is called back into action to take down his archenemy, Dieter Von Cunth (Kilmer), who's in possession of a nuclear warhead and bent on destroying Washington, DC.",Action,-3890000,-0.389,Action Adventure Comedy aftercreditsstinger duringcreditsstinger Will Forte Kristen Wiig Val Kilmer Jorma Taccone
Movie 43,['Comedy'],"['slapstick', 'ensemble cast', 'duringcreditsstinger', 'woman director', 'laxative']","['Anna Faris', 'Emma Stone', 'Halle Berry']",['Griffin Dunne'],6000000,32438988,35.350303,4.4,797,"The film is composed of multiple comedy shorts presented through an overarching segment titled ""The Pitch"", in which Charlie Wessler, a mad screenwriter, is attempting to pitch a script to film executive Griffin Schraeder. After revealing several of the stories in his script, Wessler becomes agitated when Schraeder dismisses his outrageous ideas, and he pulls a gun on him and forces him to listen to multiple other stories before making Schraeder consult his manager, Bob Mone, to purchase the film.",Comedy,26438988,4.406498,Comedy slapstick ensemble cast duringcreditsstinger woman director laxative Anna Faris Emma Stone Halle Berry Griffin Dunne
